variantName	covariate	taxon	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	reject	df
chr4_89587189_T_G	variantOnly	s__Methanobrevibacter_smithii	0.6617901216873581	0.8657054266403406	0.7264962720679791	1.1916171629843346	0.23428621565182067	0.9568876386366156	FALSE	323
chr4_89587189_T_G	variantOnly	s__Candidatus_Methanomassiliicoccus_intestinalis	0.093610139990605	0.39311636918092097	0.3560777024993187	1.1040184949004863	0.27040689664271506	0.9568876386366156	FALSE	323
chr4_89587189_T_G	variantOnly	s__Actinomyces_odontolyticus	0.08508849310822239	-0.16613756146062317	0.26133354057668257	-0.6357299606242994	0.5254026033639752	0.9568876386366156	FALSE	323
chr4_89587189_T_G	variantOnly	s__Actinomyces_oris	0.07433938438626614	-0.24157894295267027	0.2614465156447837	-0.92400903625311	0.3561713717282935	0.9568876386366156	FALSE	323
chr4_89587189_T_G	variantOnly	s__Actinomyces_turicensis	0.07454129508772436	-0.03357074240983811	0.32750636232040253	-0.10250409235407627	0.9184201719760279	0.9895082150346822	FALSE	323
chr4_89587189_T_G	variantOnly	s__Varibaculum_cambriense	0.11134667711262422	-0.04664830527788671	0.4406465196844202	-0.105863323988795	0.9157565079650651	0.9895082150346822	FALSE	323
chr4_89587189_T_G	variantOnly	s__Bifidobacterium_adolescentis	4.522422755363156	-0.9985983316817194	0.9374692524700637	-1.0652064897601616	0.2875781112502433	0.9568876386366156	FALSE	323
chr4_89587189_T_G	variantOnly	s__Bifidobacterium_animalis	0.11435104863859574	-0.14411780662737828	0.3972558796007212	-0.36278331933621716	0.7170040305315013	0.9616749634622428	FALSE	323
chr4_89587189_T_G	variantOnly	s__Bifidobacterium_bifidum	0.44917222036530013	0.11665280744663006	0.7779822185196449	0.14994276818896787	0.8809033538504124	0.9895082150346822	FALSE	323
chr4_89587189_T_G	variantOnly	s__Bifidobacterium_breve	0.07342343820056461	0.02582138084580985	0.4169053514253653	0.06193583449463688	0.9506522376428153	0.9910141606622735	FALSE	323
chr4_89587189_T_G	variantOnly	s__Bifidobacterium_dentium	0.14070096566224957	0.37749611166531144	0.6295899735092944	0.599590412091813	0.5491995954146773	0.9568876386366156	FALSE	323
