variantName	covariate	taxon	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	reject	df
chr4_89587189_T_G	variantOnly	s__Methanobrevibacter_smithii	0.6054082451449139	0.7489523146758341	0.5508917174430407	1.3595272736211939	0.17663935744915954	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Candidatus_Methanomassiliicoccus_intestinalis	0.0815280883409887	0.47080286217339795	0.22316422648680756	2.1096699483831904	0.03705553821842627	0.566731760987696	FALSE	115
chr4_89587189_T_G	variantOnly	s__Actinomyces_odontolyticus	0.07790540805840235	-0.04067611679547538	0.20471051024675166	-0.19870067612281195	0.8428477554240017	0.957645298057275	FALSE	115
chr4_89587189_T_G	variantOnly	s__Actinomyces_sp_ICM47	0.08665501393241481	-0.07638029608100903	0.2339660709388796	-0.326458856938117	0.7446705903604375	0.9575179350182903	FALSE	115
chr4_89587189_T_G	variantOnly	s__Varibaculum_cambriense	0.09445590171160201	0.0825901656342148	0.2595264154215473	0.3182341400587838	0.7508845253908834	0.9575179350182903	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bifidobacterium_adolescentis	4.372288325894061	-0.7788385130781145	0.7688034432315746	-1.0130528419648572	0.31316161761292866	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bifidobacterium_animalis	0.10269355816665052	-0.006662032139955441	0.31304302882814383	-0.021281522111814225	0.9830579649709175	0.9966523473966058	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bifidobacterium_bifidum	0.3983050112255866	0.26778506188075923	0.5813895867154818	0.46059487132129673	0.6459590942337827	0.9035174983417218	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bifidobacterium_dentium	0.13225652128296375	0.417743422769506	0.3753648809998206	1.1128995916101847	0.2680724479451216	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bifidobacterium_longum	57.34433544282183	-0.7658083849884327	0.7361696408877446	-1.040260753030982	0.300400902627872	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bifidobacterium_pseudocatenulatum	0.3056398875172286	-0.36597985417066053	0.5334284553201202	-0.6860898598876383	0.4940373648194648	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Corynebacterium_amycolatum	0.18406804132637075	0.5499401389031192	0.4490285985581472	1.2247329917715797	0.2231786442678435	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Corynebacterium_aurimucosum	0.14688708059786526	0.6324218591793963	0.3638442383385875	1.7381664804346164	0.08485811985102748	0.787968255759541	FALSE	115
chr4_89587189_T_G	variantOnly	s__Lawsonella_clevelandensis	0.08402266853730399	0.07593187680079644	0.24928758178064267	0.30459550475166347	0.7612247717120983	0.957645298057275	FALSE	115
chr4_89587189_T_G	variantOnly	s__Rothia_mucilaginosa	0.18391622419450177	0.11905127344895985	0.36599384112613836	0.32528217710616963	0.7455585745804929	0.9575179350182903	FALSE	115
chr4_89587189_T_G	variantOnly	s__Collinsella_aerofaciens	357.48139566152463	0.09809008565118689	0.6905882898988045	0.142038443289504	0.8872981810317556	0.9612396961177352	FALSE	115
chr4_89587189_T_G	variantOnly	s__Collinsella_intestinalis	0.7618938429644242	0.6241147386030972	0.5998147932719313	1.0405124141714013	0.30028453398235216	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Collinsella_stercoris	1.4719897619342703	-0.14778231839885725	0.5518759055773866	-0.26778179098839916	0.7893469825074984	0.957645298057275	FALSE	115
chr4_89587189_T_G	variantOnly	s__Collinsella_massiliensis	0.11046403452682531	0.19089964111696905	0.2761065582641003	0.6913984307984837	0.49070859707920045	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Adlercreutzia_equolifaciens	13.520601421352193	0.3444863276251331	0.5352665060355595	0.6435790839530836	0.5211297850643848	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Asaccharobacter_celatus	20.375845592965206	0.40626098011819445	0.5562302778607807	0.7303827142971131	0.4666416109737004	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Eggerthella_lenta	34.79293746757601	0.06508017435590599	0.6663816693549337	0.09766201165002703	0.9223706933558523	0.9657880768538146	FALSE	115
chr4_89587189_T_G	variantOnly	s__Enterorhabdus_caecimuris	0.08440857815185322	-0.08811585769921075	0.2005022532885504	-0.43947564804870237	0.6611416483604261	0.9035174983417218	FALSE	115
chr4_89587189_T_G	variantOnly	s__Gordonibacter_pamelaeae	23.919829290183173	0.1282692600147916	0.5676660105591923	0.22595902807081414	0.8216343903139964	0.957645298057275	FALSE	115
chr4_89587189_T_G	variantOnly	s__Slackia_isoflavoniconvertens	0.17334794590584518	-0.08565567528066037	0.4245583021118402	-0.20175244449252658	0.8404667103904014	0.957645298057275	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_caccae	58.241692378106535	-0.4649738627073824	0.8809229580252494	-0.5278257973315926	0.5986372160705962	0.8945153803353736	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_cellulosilyticus	9.842934517018787	0.7464615383636678	0.7880858524569121	0.947183020779427	0.34553158912870474	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_clarus	0.1400298331798632	-0.11784229073606355	0.4035668763723348	-0.2920018902327878	0.7708112925094586	0.957645298057275	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_coprocola	0.11854285930601816	0.4046829366591569	0.3758100297394104	1.076828462879948	0.28381068236521845	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_dorei	64.46888349716615	1.2516269391113264	0.926162113846429	1.351412371980122	0.1792158422913906	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_eggerthii	1.3450580398703411	-0.5226209970873166	0.7854358382324368	-0.6653898022573493	0.507133539846592	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_faecis	0.47733887155473	0.8490760416489807	0.6478255520334922	1.310655374712796	0.19258567699651685	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_faecis_CAG_32	0.1498048003750063	0.4497750221152248	0.45620848243508266	0.9858979818053398	0.32625292057729827	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_finegoldii	1.6355361278886007	0.46640319438074934	0.7532688802223366	0.6191722592377434	0.537027567308305	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_fragilis	17.871804253324314	-1.1031779325928095	0.8437774339154392	-1.3074276322769809	0.19367542722524947	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_galacturonicus	0.16260543939647426	-0.3537424063308378	0.37796724977738383	-0.9359075595549243	0.3512819890797413	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_intestinalis	0.7419565838126718	-0.7759054278759303	0.6591126839845486	-1.1771969296438538	0.24154758425895578	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_massiliensis	1.2157456800086868	0.34693188161802757	0.7140749326052119	0.4858480052678653	0.6279993769023856	0.8971778554969433	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_nordii	0.23922404735703479	-0.06983833176436109	0.4558473266429935	-0.15320553106820448	0.8785046999004462	0.9612396961177352	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_ovatus	1947.1103400554323	-0.90692079494462	0.6337823763928709	-1.4309656259397707	0.15515188432870916	0.8791705379605453	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_plebeius	0.26726109059145886	-0.0033645256913592617	0.5886535711223037	-0.0057156294574831	0.9954495155395924	0.9966523473966058	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_salyersiae	0.49287747353225636	-0.2846888235351942	0.6081660310403303	-0.4681103662567355	0.6405916468371005	0.9035174983417218	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_sp_CAG_144	0.09812278832266871	-0.4134099059902328	0.29209203342070533	-1.4153412578520799	0.15967083201022014	0.8791705379605453	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_stercoris	36.25000741615285	-0.008985348790025695	0.9377722646196935	-0.009581589399713836	0.9923717167960566	0.9966523473966058	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_thetaiotaomicron	724.1151358954016	-0.4195073665926848	0.7505501055202677	-0.5589331924773895	0.5772941163259906	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_uniformis	23537.99088525654	-1.1640453756348477	0.610455575885893	-1.9068469870974398	0.05903545370724942	0.6673573027776022	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_vulgatus	11578.574013290221	-1.6605708953809704	0.746868072910813	-2.2233791423284828	0.028144549207786435	0.5541224955107806	FALSE	115
chr4_89587189_T_G	variantOnly	s__Bacteroides_xylanisolvens	29.465302708654242	0.4314550893136902	0.7905355816187477	0.5457756732849609	0.5862772852786808	0.8862331056538199	FALSE	115
chr4_89587189_T_G	variantOnly	s__Barnesiella_intestinihominis	23.546553620252404	0.5411481546825057	0.868344163421354	0.6231954764921012	0.5343900722497326	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Coprobacter_fastidiosus	0.8173473815920264	-0.35566213274475306	0.6224501098409134	-0.5713905855613932	0.5688499549408789	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Coprobacter_secundus	0.10672329525877947	-0.0100534642274544	0.3330992589758421	-0.030181586889040556	0.9759745505404802	0.9966523473966058	FALSE	115
chr4_89587189_T_G	variantOnly	s__Butyricimonas_synergistica	1.114237329819043	0.04398990300659232	0.590669485394231	0.07447464968878849	0.9407621043010309	0.9744946100329404	FALSE	115
chr4_89587189_T_G	variantOnly	s__Butyricimonas_virosa	3.966262611324881	-0.08746923207008743	0.6646342648752137	-0.13160505964360705	0.8955266518102074	0.9621360721927847	FALSE	115
chr4_89587189_T_G	variantOnly	s__Odoribacter_laneus	0.13606701873461333	0.5758082490062953	0.4125067533992161	1.395875932360892	0.16544093557579206	0.8791705379605453	FALSE	115
chr4_89587189_T_G	variantOnly	s__Odoribacter_splanchnicus	306.35238558667487	-0.9378205940044164	0.7189758061718854	-1.304384077953538	0.1947071875532881	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Porphyromonas_asaccharolytica	0.547407968730103	-0.8550441089501305	0.50483306796648	-1.693716523749795	0.09302608318296304	0.8020875503580851	FALSE	115
chr4_89587189_T_G	variantOnly	s__Porphyromonas_sp_HMSC065F10	0.6570553147102258	-0.10339736665497946	0.5373817726137009	-0.19240951577512302	0.8477608044521949	0.957645298057275	FALSE	115
chr4_89587189_T_G	variantOnly	s__Porphyromonas_uenonis	0.10086969641706343	-0.3295852123030362	0.24120814519671954	-1.3663933779443473	0.17448129062983636	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Paraprevotella_clara	0.12201126717725433	-0.0854311875321359	0.3404812301490228	-0.2509130605958635	0.8023290918149512	0.957645298057275	FALSE	115
chr4_89587189_T_G	variantOnly	s__Paraprevotella_xylaniphila	0.5526819209093629	-0.3514039643950199	0.5971901624829249	-0.5884289234336934	0.5573983435414962	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Prevotella_bergensis	0.09231566825289447	-0.1972959598667211	0.25288424481438626	-0.7801828856975007	0.4368860861736693	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Prevotella_bivia	0.10863826270100131	0.14467828714859798	0.33561362629747654	0.4310858553173287	0.6672129218523484	0.9035174983417218	FALSE	115
chr4_89587189_T_G	variantOnly	s__Prevotella_buccalis	0.7917115841068347	-1.1314320919159715	0.5608975625379987	-2.0171813312868894	0.04600556067027456	0.6105678267748655	FALSE	115
chr4_89587189_T_G	variantOnly	s__Prevotella_copri	0.52997851215982406	1.2034289247444139	0.7010589973276479	1.7165872335020866	0.08874694858553461	0.7956622976634137	FALSE	115
chr4_89587189_T_G	variantOnly	s__Prevotella_corporis	0.38010378253044386	0.11564493318964553	0.5083768784292563	0.22747874283141345	0.8204554229850054	0.957645298057275	FALSE	115
chr4_89587189_T_G	variantOnly	s__Prevotella_disiens	0.10413547536455921	-0.17862562236996904	0.3478466177805108	-0.5135183533182455	0.6085739762769938	0.8971778554969433	FALSE	115
chr4_89587189_T_G	variantOnly	s__Prevotella_sp_CAG_1031	0.10972955661465184	-0.4641487945752033	0.39359444536936833	-1.1792564657248232	0.24073002920716516	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Prevotella_timonensis	0.18734554340085155	0.21127393599888283	0.42866496887097655	0.4928649442835017	0.623047781589184	0.8971778554969433	FALSE	115
chr4_89587189_T_G	variantOnly	s__Alistipes_finegoldii	127.32373903011148	1.1446054528922023	0.7501260274072616	1.5258841995503352	0.12978430405636984	0.8791705379605453	FALSE	115
chr4_89587189_T_G	variantOnly	s__Alistipes_indistinctus	2.66794489536632	0.6015684325211276	0.6577539397388975	0.914579748104476	0.36232594590667566	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Alistipes_inops	0.2996582306512226	0.8225138385217352	0.5525752213519466	1.4885101733468051	0.1393535580403423	0.8791705379605453	FALSE	115
chr4_89587189_T_G	variantOnly	s__Alistipes_onderdonkii	0.22690170362252077	0.5176529104697407	0.445154456620238	1.1628613456999517	0.2472931245792331	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Alistipes_putredinis	961.6708455985008	-0.7409277351929074	0.8459663051152236	-0.8758359886354935	0.38294492296733096	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Alistipes_shahii	90.8930561137268	0.4128418363476358	0.7265255088719402	0.5682413505186432	0.5709789881606548	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Alistipes_timonensis	0.1273719277080406	0.918647815998576	0.36559754585598825	2.512729711704462	0.013365817358327186	0.5541224955107806	FALSE	115
chr4_89587189_T_G	variantOnly	s__Parabacteroides_distasonis	1084.5477370937344	-0.5972696284897672	0.7785855706193094	-0.7671213685795405	0.44458141870334433	0.8845380551520443	FALSE	115
chr4_89587189_T_G	variantOnly	s__Parabacteroides_goldsteinii	0.8565394037054049	0.30030473922255274	0.6643663650110404	0.4520167712246575	0.6521083247568275	0.9035174983417218	FALSE	115
chr4_89587189_T_G	variantOnly	s__Parabacteroides_johnsonii	0.20002813013078521	-0.22518870207637126	0.4584906462940523	-0.4911522271971211	0.624254802566781	0.8971778554969433	FALSE	115
chr4_89587189_T_G	variantOnly	s__Parabacteroides_merdae	601.3889395755643	0.6907722191182459	0.7825611233079547	0.882707048106723	0.3792360171782696	0.8845380551520443	FALSE	115
