variantName	covariate	taxon	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	reject	df
chr4_89587189_T_G	variantOnly	s__Methanobrevibacter_smithii	4.591390995502291	-0.39319466049141505	0.530212833448948	-0.7415789201739006	0.45923928346376386	0.9974241149035337	FALSE	194
chr4_89587189_T_G	variantOnly	s__Candidatus_Methanomassiliicoccus_intestinalis	0.07347874260700418	0.13706897296563886	0.265120600694622	0.5170061195037844	0.6057408066653789	0.9974241149035337	FALSE	194
chr4_89587189_T_G	variantOnly	s__Actinomyces_odontolyticus	0.056962973392098215	0.12234201256760913	0.17881041924317825	0.6841995734109133	0.4946656472246306	0.9974241149035337	FALSE	194
chr4_89587189_T_G	variantOnly	s__Actinomyces_oris	0.06677115454587386	-0.11525756172315134	0.19342785776605576	-0.5958684703138849	0.5519576506366245	0.9974241149035337	FALSE	194
chr4_89587189_T_G	variantOnly	s__Actinomyces_sp_oral_taxon_181	0.0560635473226408	0.27661448288306123	0.183419849360571	1.5080945919832593	0.1331570862480385	0.951916584212831	FALSE	194
chr4_89587189_T_G	variantOnly	s__Actinomyces_turicensis	0.09790205536981131	0.07625714315372836	0.27674398954437146	0.2755512171349317	0.7831860596787787	0.9974241149035337	FALSE	194
chr4_89587189_T_G	variantOnly	s__Varibaculum_cambriense	0.2082569646223072	0.31949997356987403	0.34195668874823026	0.934328773446247	0.35129580670319827	0.9974241149035337	FALSE	194
chr4_89587189_T_G	variantOnly	s__Bifidobacterium_adolescentis	14.370852468857866	-0.7395239375482463	0.666165112326767	-1.1101210853946601	0.2683209449735278	0.9974241149035337	FALSE	194
chr4_89587189_T_G	variantOnly	s__Bifidobacterium_animalis	0.08900878194367437	-0.010644855858849361	0.29076549348681374	-0.03660976318475049	0.9708338018292597	0.9974241149035337	FALSE	194
chr4_89587189_T_G	variantOnly	s__Bifidobacterium_bifidum	1.3772209058609337	-0.25092116580254326	0.5721225599484006	-0.4385793942912751	0.661454344221294	0.9974241149035337	FALSE	194
chr4_89587189_T_G	variantOnly	s__Bifidobacterium_breve	0.10190715547554283	0.2891462447362153	0.330162638298553	0.8757691246541099	0.3822385968922809	0.9974241149035337	FALSE	194
chr4_89587189_T_G	variantOnly	s__Bifidobacterium_catenulatum	0.0734346743437716	-0.2801044884524636	0.26589330798273325	-1.0534469279334147	0.29344648633910375	0.9974241149035337	FALSE	194
